degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,project_exp,package
7,19,2,1,2,1,1,4,5,2,10,14.41
4,14,6,3,5,1,2,3,4,2,20,18.04
6,2,7,2,6,5,1,4,0,3,0,17.92
1,5,6,1,9,1,5,5,0,4,0,17.81
6,20,3,1,2,3,5,4,4,1,8,16.16
5,8,5,2,4,4,4,2,5,2,20,14.4
6,7,8,3,7,4,2,4,2,2,14,16.67
7,6,6,2,1,5,5,4,0,6,0,15.49
2,11,2,3,6,1,3,4,3,6,18,15.66
5,12,7,2,0,1,3,4,1,2,0,13.11
4,18,8,2,6,4,5,4,0,4,0,18.66
5,19,4,2,0,3,2,1,2,6,0,12.8
1,10,1,3,3,2,4,1,4,1,12,15.93
3,14,2,2,3,4,3,5,3,4,9,18.12
4,3,4,3,4,1,4,1,1,1,4,13.06
5,18,7,1,1,3,3,3,0,1,0,10.89
4,15,2,2,10,3,1,2,2,3,20,17.36
4,6,6,2,5,5,5,4,1,1,5,16.32
4,10,2,3,5,1,2,4,1,1,5,13.29
3,12,7,2,7,0,3,4,3,4,21,13.2
7,7,2,2,9,3,5,5,3,6,27,16.01
7,15,5,3,10,2,5,5,2,1,20,18.63
1,19,9,2,7,4,5,4,1,5,7,15.57
3,1,7,3,3,5,5,1,5,4,15,15.99
5,5,8,3,7,5,1,4,2,2,14,18.32
3,15,3,2,1,5,1,3,3,1,3,15.3
5,3,4,1,3,1,2,3,2,1,6,12.22
5,8,4,2,4,5,1,4,3,4,12,17.74
4,12,2,3,5,5,2,3,4,4,20,19.43
6,19,10,3,9,5,3,1,5,4,45,18.06
5,12,6,3,8,4,5,5,1,2,8,17.76
5,13,9,2,8,5,1,1,0,1,0,16.36
2,1,2,2,6,3,2,3,2,4,12,13.82
5,19,1,2,10,1,5,5,0,5,0,14.76
2,6,8,1,1,0,2,4,5,2,5,13.89
1,8,1,3,6,3,3,2,0,5,0,18.01
2,5,3,3,1,1,2,4,4,5,4,13.46
6,7,5,3,6,1,3,1,4,5,24,15.09
7,4,9,3,6,0,4,4,5,2,30,18.12
4,20,10,1,2,0,5,2,5,6,10,12.97
2,4,2,3,5,0,3,5,4,2,20,17.36
4,15,1,3,7,4,3,5,4,4,28,20.91
4,5,1,3,9,1,5,2,3,1,27,16.75
4,9,8,3,7,5,2,1,0,5,0,17.86
1,2,10,3,2,2,1,2,0,4,0,14.8
6,7,10,2,5,3,5,5,5,5,25,17.62
3,17,10,3,1,0,3,2,5,5,5,13.68
3,16,2,3,1,1,2,1,5,1,5,13.99
2,17,9,3,7,5,4,4,3,4,21,18.37
4,20,9,3,10,3,2,4,1,3,10,18.28
2,2,2,2,9,2,1,5,2,5,18,15.97
1,11,3,1,4,3,2,1,4,1,16,11.78
1,2,2,2,4,2,1,4,4,3,16,15.85
5,1,6,2,10,5,4,4,3,2,30,17.02
1,2,7,2,3,0,4,4,4,5,12,12.19
6,2,3,2,9,2,5,4,2,5,18,14.95
2,15,3,3,3,0,5,3,0,1,0,15.43
7,10,2,2,7,3,5,2,4,2,28,17.43
6,15,2,1,2,5,4,5,1,4,2,16.37
1,10,5,2,10,3,1,5,3,4,30,15.01
6,17,8,2,2,3,3,3,5,3,10,12.85
6,9,6,2,7,5,2,1,2,2,14,14.08
6,18,9,2,2,5,1,3,1,5,2,12.97
1,4,5,3,1,4,3,4,0,3,0,15.91
7,9,10,1,10,1,4,1,1,4,10,13.85
4,16,4,3,4,2,3,5,3,5,12,14.62
6,4,9,3,10,5,4,2,4,1,40,20.91
5,16,10,3,2,1,4,2,0,4,0,16.27
1,19,5,1,5,3,1,3,3,3,15,14.45
6,1,1,2,10,4,5,3,2,4,20,18.7
7,6,5,1,6,0,5,3,1,1,6,13.21
3,4,2,3,9,1,4,4,0,4,0,18.22
6,20,2,2,3,4,4,2,0,2,0,16.48
7,6,10,3,6,1,5,2,3,1,18,15.91
3,11,8,3,8,1,5,4,3,3,24,14.4
3,20,10,2,0,2,5,1,1,5,0,15.24
1,10,3,1,9,1,5,4,5,4,45,13.01
3,1,9,3,3,2,3,2,4,4,12,13.49
5,20,4,3,6,3,3,4,2,6,12,18.31
5,11,3,3,9,5,4,4,3,3,27,17.75
2,12,7,1,5,4,5,4,4,3,20,14.15
5,14,8,3,8,1,3,3,1,5,8,17.56
3,11,1,3,2,0,4,3,3,2,6,15.43
5,4,1,2,6,2,4,2,3,5,18,14.43
1,7,5,2,9,5,2,1,1,1,9,16.59
7,10,8,2,4,3,4,5,1,3,4,17.96
7,19,10,1,1,2,5,1,3,4,3,14.38
2,4,3,3,9,5,3,5,3,2,27,19.43
7,2,8,3,2,2,1,2,4,2,8,13.38
3,18,3,2,5,1,3,3,1,3,5,15.47
2,14,4,1,5,2,2,4,5,3,25,14.5
3,16,10,1,6,3,1,3,1,5,6,15.88
1,11,7,3,5,0,5,5,4,6,20,15.51
6,17,4,2,4,4,3,5,0,3,0,18.41
4,14,8,2,4,0,4,5,2,3,8,13.71
4,4,4,2,7,3,4,4,0,5,0,18.7
3,19,9,3,7,1,2,1,5,3,35,14.0
7,2,4,3,0,5,4,1,1,1,0,15.9
2,9,5,3,5,2,1,2,3,5,15,13.46
6,19,1,2,5,0,3,3,1,1,5,14.69
7,16,9,2,1,4,3,4,2,3,2,15.56
2,18,9,1,9,4,4,5,0,4,0,17.9
6,9,3,1,9,1,4,5,2,3,18,17.3
6,4,4,3,4,0,5,3,3,6,12,16.67
1,13,8,3,0,2,5,2,0,2,0,16.88
6,4,4,2,5,0,4,5,3,5,15,14.77
6,19,8,3,6,2,2,3,0,6,0,16.61
6,2,4,2,7,0,2,3,1,1,7,16.81
4,9,9,3,2,0,2,1,3,5,6,12.45
7,12,6,2,2,1,4,3,2,6,4,16.32
5,2,1,3,10,4,1,3,4,5,40,14.89
7,6,10,2,0,4,2,1,2,1,0,13.32
1,5,2,2,2,4,5,5,5,5,10,15.37
6,5,7,2,4,4,3,1,4,1,16,15.04
7,20,10,2,5,0,3,4,2,2,10,12.41
4,5,7,3,2,4,4,4,3,3,6,16.36
1,4,3,2,3,0,3,2,1,5,3,10.79
3,9,1,1,4,2,4,3,5,5,20,13.95
7,10,8,2,4,3,3,4,3,1,12,14.76
6,10,10,3,7,2,1,5,1,2,7,18.64
4,10,7,2,0,0,1,4,5,1,0,10.72
4,19,10,3,1,4,1,1,3,1,3,16.15
7,10,8,2,4,1,2,2,1,5,4,12.72
1,6,1,3,2,0,5,1,0,5,0,12.97
1,17,3,3,6,0,1,2,5,4,30,13.61
4,5,2,3,10,2,2,4,4,4,40,18.72
1,6,1,3,5,2,4,1,5,1,25,17.32
4,15,5,2,1,1,3,4,1,4,1,11.8
7,19,3,3,7,4,3,2,1,2,7,15.64
5,18,10,3,4,3,2,5,0,1,0,17.77
4,4,8,3,5,5,3,1,5,5,25,16.36
3,8,6,3,7,4,1,4,3,2,21,18.77
1,16,10,3,5,4,3,2,4,1,20,17.97
4,19,9,2,9,5,1,5,1,2,9,19.6
4,20,9,2,2,5,1,1,1,6,2,12.34
7,3,6,2,6,0,3,2,1,3,6,11.72
5,2,9,1,5,0,4,1,5,6,25,11.79
7,4,2,2,5,2,2,3,0,1,0,14.65
5,6,3,2,10,5,5,4,1,1,10,19.14
7,11,6,2,4,3,5,3,4,1,16,15.15
1,14,2,3,0,1,1,1,0,3,0,15.23
2,16,5,3,7,1,1,2,5,6,35,17.36
1,2,4,2,1,0,2,2,5,5,5,10.46
5,17,3,2,3,4,1,2,4,2,12,12.5
5,9,5,2,2,4,4,5,2,6,4,14.9
1,17,6,2,5,1,4,1,2,6,10,11.86
1,15,7,1,10,3,5,2,4,5,40,13.25
1,7,10,2,0,2,4,1,1,2,0,11.47
5,19,8,2,8,4,3,3,1,3,8,16.15
1,3,9,3,4,5,1,3,0,6,0,17.32
1,1,4,2,4,3,2,2,1,3,4,16.58
6,4,4,2,3,5,1,1,0,4,0,12.87
2,18,7,1,3,4,3,5,1,1,3,16.15
3,8,10,3,0,3,4,4,5,6,0,17.05
2,19,10,2,8,0,1,3,3,2,24,14.01
6,6,9,1,8,5,3,3,3,4,24,16.88
3,1,2,2,3,2,4,5,4,4,12,14.62
7,8,6,3,9,1,5,2,5,6,45,15.77
1,15,5,3,3,2,3,5,0,6,0,14.13
5,11,5,3,0,5,2,5,2,1,0,15.99
4,19,8,2,10,5,2,1,1,4,10,14.78
5,12,6,2,1,2,1,4,5,6,5,12.7
6,1,10,2,4,4,4,5,3,1,12,16.81
6,7,9,3,3,4,2,1,3,2,9,13.97
5,17,6,3,7,1,4,4,2,2,14,18.55
3,10,7,1,5,2,1,3,2,4,10,11.88
2,6,4,2,6,3,5,2,1,6,6,13.18
1,17,10,3,1,1,4,3,3,1,3,12.81
6,18,1,1,3,3,5,1,2,1,6,14.42
1,5,9,1,3,0,4,4,3,4,9,13.76
4,18,6,2,1,2,1,3,3,2,3,15.06
5,17,3,3,9,1,2,1,2,6,18,13.5
1,16,4,3,3,5,3,3,3,1,9,16.79
5,8,10,2,8,1,5,2,2,2,16,17.4
1,13,6,2,7,0,2,3,4,1,28,15.85
2,16,6,2,10,0,4,3,2,6,20,13.56
2,11,9,2,0,0,2,3,3,5,0,13.98
2,6,4,3,7,1,3,1,4,2,28,16.05
2,3,5,1,10,4,5,4,3,3,30,15.74
2,1,5,2,8,3,5,5,3,1,24,15.29
2,18,3,3,7,5,2,1,4,1,28,16.29
5,5,2,1,9,5,1,5,5,6,45,17.48
6,13,8,2,0,3,4,5,1,5,0,14.6
1,10,10,2,7,5,2,3,4,5,28,15.28
2,5,9,3,4,0,1,2,5,5,20,11.5
5,14,10,2,8,5,5,5,5,2,40,19.51
5,17,9,2,8,4,4,5,3,1,24,14.96
5,1,5,2,5,4,5,3,3,3,15,17.46
6,2,9,3,2,0,3,2,1,5,2,15.87
1,7,4,2,6,2,1,3,4,1,24,15.26
6,10,2,3,2,1,3,5,2,4,4,17.03
3,20,3,3,6,2,3,1,3,6,18,15.91
7,7,1,3,7,4,3,5,4,6,28,18.15
5,16,5,1,4,0,1,1,0,1,0,10.85
4,12,1,1,3,3,5,2,2,3,6,14.25
2,17,7,2,2,5,4,4,3,1,6,14.17
7,16,2,3,7,4,4,3,5,3,35,18.09
2,20,8,1,10,1,4,5,4,2,40,16.67
6,16,6,2,5,1,5,4,1,4,5,15.5
1,15,9,3,1,3,1,1,2,6,2,15.75
3,12,10,1,3,2,2,1,3,5,9,13.43
1,10,8,1,4,2,5,3,2,5,8,12.53
6,2,10,2,10,2,5,3,1,6,10,16.43
2,7,3,3,9,2,2,5,0,4,0,16.54
7,13,3,1,4,4,5,4,2,4,8,14.25
1,3,4,2,2,3,4,5,4,1,8,16.03
1,15,9,1,9,2,5,1,4,5,36,13.66
2,1,9,3,4,4,1,1,2,6,8,17.24
7,3,5,2,4,5,5,4,0,5,0,18.11
3,10,9,3,1,4,2,5,3,2,3,14.48
2,15,6,3,4,1,4,3,4,6,16,14.41
1,6,8,1,2,1,2,4,3,4,6,11.88
3,20,8,2,2,0,5,3,3,5,6,12.63
3,15,10,1,4,4,5,4,2,3,8,17.3
2,7,7,2,8,0,1,3,4,3,32,13.2
1,5,4,2,1,4,4,2,2,2,2,15.97
6,4,4,2,8,2,5,1,1,3,8,17.58
1,18,6,1,2,2,1,4,3,2,6,13.38
5,3,9,1,6,0,1,2,0,2,0,10.69
7,17,7,3,0,2,2,4,5,4,0,16.55
4,18,5,3,0,2,4,1,3,4,0,13.96
6,18,5,1,7,1,3,1,0,6,0,13.27
3,2,8,1,8,2,1,3,2,5,16,15.99
3,5,1,3,2,4,1,1,1,1,2,16.72
7,3,9,2,5,1,4,5,3,3,15,13.13
3,5,8,2,6,5,3,5,0,5,0,19.63
3,5,1,3,2,1,3,5,0,5,0,15.56
5,3,10,1,4,5,1,2,1,2,4,14.04
1,20,3,1,0,4,1,2,1,3,0,12.43
1,18,10,3,8,4,2,5,0,4,0,16.77
4,20,3,2,2,4,5,2,1,5,2,14.06
4,4,2,3,1,5,3,5,1,2,1,15.77
5,1,2,3,2,2,3,3,2,4,4,15.92
4,16,6,3,6,1,5,1,5,2,30,16.25
7,8,7,2,10,4,2,2,1,5,10,18.68
6,17,4,3,9,3,4,1,5,1,45,15.93
2,8,1,2,7,5,4,2,0,5,0,15.29
7,7,6,1,1,4,2,4,4,5,4,12.32
2,12,4,1,10,0,2,5,2,3,20,13.58
5,16,6,2,4,1,3,1,1,3,4,15.87
7,12,9,2,8,1,3,5,2,1,16,17.38
5,19,4,2,6,1,5,3,3,5,18,13.13
3,10,10,2,0,2,2,5,2,3,0,13.67
2,7,4,2,0,5,4,5,5,2,0,14.93
6,12,10,2,5,0,2,5,2,2,10,13.65
6,5,3,2,0,1,5,2,1,1,0,13.09
4,16,10,2,2,5,1,3,2,1,4,16.34
2,9,2,2,4,0,5,1,5,6,20,11.84
2,7,9,3,3,0,5,4,4,4,12,14.65
2,20,1,3,0,2,5,1,1,2,0,15.07
5,14,5,3,9,3,1,4,0,4,0,15.71
7,11,5,1,3,1,5,2,3,6,9,13.28
4,7,8,1,3,3,2,5,0,6,0,13.18
7,10,6,1,10,3,2,3,1,1,10,13.65
5,9,6,1,9,2,1,3,0,4,0,15.76
5,4,6,2,3,0,3,3,3,5,9,14.84
1,16,4,3,2,1,3,1,5,4,10,13.36
6,10,1,2,6,4,1,2,5,2,30,14.45
6,19,3,3,0,3,5,2,2,4,0,14.45
3,17,10,1,1,5,5,5,0,2,0,13.58
5,9,6,3,0,3,5,1,5,2,0,16.1
4,13,5,1,3,2,1,5,1,2,3,13.26
1,1,10,3,4,3,5,4,4,5,16,16.17
1,2,1,1,10,3,2,2,3,5,30,12.64
7,13,5,3,9,3,5,3,0,6,0,19.24
6,9,2,2,4,2,1,5,4,3,16,13.06
5,7,1,2,1,0,5,4,3,5,3,15.74
7,7,7,3,3,1,3,5,4,5,12,17.26
2,6,9,3,9,5,1,5,5,6,45,19.38
5,18,5,3,5,3,4,5,4,6,20,15.06
7,19,8,3,5,3,3,2,0,6,0,16.11
2,12,9,3,1,2,1,5,1,4,1,16.07
3,10,3,2,8,4,4,2,1,2,8,14.35
6,12,9,2,1,4,5,4,0,5,0,15.86
5,10,7,3,2,0,4,1,1,1,2,14.71
2,20,4,2,8,0,4,2,0,2,0,14.81
5,18,1,2,5,3,1,2,1,3,5,12.27
4,4,7,2,10,5,1,1,3,6,30,17.73
6,5,10,2,5,3,1,1,1,3,5,12.28
4,5,6,2,9,2,4,2,1,1,9,13.51
6,12,3,1,4,4,2,2,3,1,12,13.95
1,3,5,3,6,0,1,4,3,1,18,17.53
3,2,8,3,3,3,3,2,2,6,6,18.29
4,18,5,1,9,3,5,3,1,6,9,15.55
2,9,10,1,9,2,5,3,3,3,27,16.87
1,13,10,2,2,3,2,3,2,2,4,15.04
3,7,6,2,6,5,4,5,2,1,12,16.43
5,10,2,2,9,3,5,5,0,3,0,19.68
4,9,8,2,0,5,2,2,3,4,0,12.98
7,15,9,2,5,5,1,3,4,5,20,16.28
7,5,3,3,10,2,2,4,3,5,30,18.34
6,1,6,2,10,5,2,4,2,2,20,17.98
2,12,2,3,1,5,1,2,5,2,5,14.53
7,6,10,3,1,3,2,3,3,2,3,15.34
5,19,8,2,10,3,1,2,3,3,30,15.93
1,19,5,3,7,4,1,2,5,3,35,18.49
4,19,8,2,8,1,3,3,2,1,16,15.13
1,3,3,2,3,0,5,5,0,3,0,13.41
4,10,5,3,5,4,1,1,0,6,0,15.59
4,18,7,1,0,1,1,2,3,3,0,10.09
4,13,5,1,10,0,1,3,3,5,30,11.73
7,18,6,2,9,2,5,1,5,5,45,16.53
7,3,2,3,9,4,4,1,1,6,9,16.97
6,3,8,3,2,2,3,5,4,3,8,16.64
3,12,5,3,3,2,3,5,1,3,3,17.9
4,7,1,1,0,5,5,2,3,4,0,13.72
3,8,10,1,3,1,1,3,2,4,6,11.32
4,14,4,3,3,3,5,5,4,5,12,18.31
6,5,9,2,9,3,2,3,2,2,18,15.96
1,16,8,2,6,2,2,4,5,1,30,14.49
5,4,10,2,7,0,2,4,5,5,35,13.67
1,8,5,1,2,2,5,1,0,1,0,14.89
1,7,1,3,4,3,2,3,4,6,16,14.41
7,15,4,2,9,0,4,3,2,3,18,13.22
3,5,1,1,6,5,4,1,0,4,0,14.45
5,14,9,1,8,4,5,1,1,1,8,14.94
7,13,2,2,9,4,2,1,3,5,27,17.04
7,10,7,3,6,5,2,2,2,1,12,15.84
7,4,2,3,3,3,1,5,0,6,0,16.23
6,8,4,3,7,3,5,3,0,2,0,19.5
4,17,7,2,6,3,4,1,5,5,30,14.77
3,18,9,3,4,3,4,2,5,3,20,14.32
1,11,3,2,0,0,5,1,2,3,0,12.55
1,16,7,2,8,5,3,5,1,4,8,17.27
3,13,10,2,1,2,5,5,0,6,0,13.86
7,16,7,3,10,2,1,1,3,2,30,15.18
7,15,5,2,1,5,5,3,3,2,3,17.67
1,6,9,3,9,3,3,2,3,6,27,17.34
4,12,7,3,0,5,2,1,0,4,0,13.95
7,8,7,3,3,0,1,2,3,3,9,14.28
6,7,3,3,9,5,2,1,2,2,18,18.83
7,2,1,2,10,2,2,5,0,6,0,18.47
2,12,5,2,1,3,5,1,1,4,1,14.51
1,14,8,2,9,5,2,4,4,3,36,15.47
7,16,5,3,10,3,5,4,1,6,10,16.5
5,11,10,3,8,4,5,4,2,4,16,17.67
5,20,3,3,1,5,3,3,4,5,4,18.03
2,6,10,1,5,3,5,5,0,6,0,17.66
6,19,1,1,5,4,5,3,4,2,20,13.44
3,11,4,2,1,0,3,2,1,6,1,14.65
5,9,4,2,0,4,2,4,1,3,0,15.63
5,6,9,3,9,0,5,2,0,6,0,16.11
2,20,2,2,7,3,5,3,2,1,14,19.03
5,16,7,2,1,5,3,3,0,3,0,13.3
1,6,6,2,3,3,4,2,0,4,0,12.34
4,5,7,3,3,4,3,1,2,5,6,14.52
7,4,4,1,1,1,3,1,0,3,0,12.73
3,6,6,2,8,1,2,5,4,4,32,17.36
5,9,9,2,3,3,1,2,4,4,12,13.48
2,17,2,1,3,0,1,1,5,5,15,10.36
1,14,9,1,3,5,5,4,4,2,12,16.76
2,7,10,2,4,4,4,5,5,2,20,15.16
6,19,1,3,9,0,3,4,4,6,36,15.85
6,1,4,2,7,0,1,4,1,2,7,11.19
4,20,5,2,3,2,1,5,1,6,3,15.55
5,15,9,2,2,5,2,3,2,3,4,16.45
5,3,4,3,0,5,4,1,3,1,0,15.35
4,18,2,3,1,3,3,5,4,1,4,14.83
6,2,5,2,3,5,1,1,3,1,9,15.43
2,10,8,2,8,1,5,2,3,1,24,14.93
4,11,8,1,0,1,2,2,4,3,0,13.61
4,3,6,3,5,5,1,2,0,6,0,19.31
5,8,8,3,9,2,1,4,5,5,45,14.66
1,19,4,2,2,1,4,4,3,5,6,14.57
2,18,2,3,9,1,4,3,0,2,0,18.61
3,13,7,2,9,5,2,2,4,3,36,18.24
3,19,2,3,2,3,4,2,2,3,4,15.02
7,12,4,3,0,5,2,5,4,1,0,17.12
7,17,4,3,1,5,5,2,2,5,2,15.06
3,13,1,3,3,4,1,2,2,4,6,16.43
1,12,2,2,1,3,5,1,1,5,1,14.65
5,19,1,3,9,1,1,4,0,5,0,16.77
6,14,6,3,5,0,2,1,5,4,25,12.77
7,7,3,2,5,3,1,2,0,2,0,16.37
1,13,1,3,2,2,2,2,0,6,0,16.17
6,6,8,2,0,2,4,1,2,2,0,14.53
6,19,4,2,9,2,2,1,0,1,0,13.88
5,19,10,3,8,3,3,5,1,4,8,16.75
5,9,2,2,4,1,2,1,0,4,0,13.56
1,16,6,2,6,3,5,5,4,2,24,18.02
4,4,6,2,2,5,1,3,4,1,8,15.72
4,8,1,3,7,2,4,4,5,1,35,16.89
7,16,1,3,0,5,5,3,1,6,0,17.64
1,5,2,1,7,0,1,3,3,2,21,14.09
5,10,2,3,7,4,4,1,5,3,35,16.68
4,13,5,3,2,2,5,2,3,3,6,17.03
4,14,1,1,0,2,3,4,1,3,0,14.91
6,7,2,3,8,4,5,5,3,6,24,19.63
1,7,4,2,8,0,2,4,1,6,8,16.71
6,5,1,3,2,3,3,4,4,4,8,18.81
2,18,5,1,4,3,3,3,2,5,8,15.41
7,12,4,3,9,2,3,3,4,6,36,14.46
7,6,8,2,10,3,5,4,0,1,0,18.96
6,1,3,2,2,3,3,1,1,5,2,13.56
4,19,1,1,10,3,2,1,3,3,30,16.61
3,12,10,3,1,5,3,4,3,3,3,16.26
1,15,5,1,3,2,5,5,3,5,9,13.85
7,20,5,2,2,5,4,5,4,2,8,15.25
6,8,9,2,4,5,5,1,1,4,4,14.17
6,11,5,2,8,5,5,4,4,4,32,17.7
5,9,2,3,9,1,5,5,1,2,9,19.65
4,3,10,3,5,4,3,2,3,1,15,15.23
5,5,9,2,3,0,1,5,5,5,15,14.27
3,20,5,3,3,0,2,2,0,5,0,15.89
7,14,8,3,10,2,2,5,1,6,10,18.06
6,15,10,2,9,1,2,1,3,3,27,16.09
6,6,4,2,9,4,1,1,3,3,27,16.89
3,4,2,1,4,1,2,5,5,5,20,12.94
2,8,4,2,10,2,3,1,3,6,30,17.11
7,19,4,3,6,3,4,1,0,1,0,17.06
4,5,9,2,10,2,2,4,4,1,40,16.28
3,13,10,3,3,2,2,3,4,6,12,16.28
4,16,6,1,7,1,3,3,4,4,28,15.28
1,1,10,1,8,0,3,5,0,4,0,15.31
6,13,6,2,8,3,2,3,5,5,40,17.35
4,11,5,3,8,3,5,2,4,1,32,20.01
5,8,6,2,1,0,1,5,4,4,4,14.95
4,8,1,3,2,1,4,5,0,6,0,14.11
1,14,5,1,4,1,4,2,1,2,4,14.91
3,4,4,3,10,1,2,1,0,3,0,16.78
1,20,5,1,4,0,2,5,4,5,16,14.8
6,15,4,1,8,4,2,4,5,1,40,13.42
4,15,7,2,7,2,2,2,2,4,14,16.35
2,9,6,1,2,0,2,5,2,4,4,14.78
7,10,4,1,2,1,3,2,3,6,6,14.36
2,12,6,2,10,3,5,4,5,4,50,15.21
5,14,4,2,5,4,2,5,0,3,0,18.75
7,1,8,3,3,3,3,1,5,5,15,17.08
6,14,3,3,3,5,4,1,4,4,12,19.16
2,14,8,2,0,0,3,1,0,2,0,10.8
3,8,2,3,9,2,1,4,4,2,36,18.38
6,16,6,3,10,4,1,3,4,1,40,17.12
3,14,8,2,3,4,3,1,5,1,15,12.98
3,16,6,3,4,3,2,3,2,5,8,15.47
2,18,9,2,2,2,2,2,0,2,0,15.54
6,7,10,3,9,0,3,4,3,2,27,16.89
4,15,10,2,4,0,1,1,1,1,4,10.4
2,19,1,3,4,5,4,1,3,4,12,15.38
2,13,2,3,3,0,1,4,0,2,0,13.69
6,15,6,2,5,2,5,1,1,4,5,16.06
6,3,1,3,9,3,1,1,0,3,0,16.84
7,1,7,1,1,3,3,4,2,6,2,15.04
7,8,9,2,0,0,3,5,5,1,0,13.29
4,13,6,1,0,1,2,5,4,4,0,12.76
7,8,9,2,8,5,2,3,4,6,32,17.62
4,17,1,3,4,2,4,3,4,4,16,15.66
3,7,2,3,9,5,4,3,0,4,0,17.89
2,16,4,2,8,1,5,3,5,5,40,18.11
5,19,9,3,2,4,5,2,0,4,0,15.66
1,6,3,3,2,1,4,4,5,2,10,17.27
6,12,1,3,7,5,1,5,3,2,21,16.01
1,18,9,2,6,1,4,4,2,4,12,16.38
5,16,9,2,1,4,4,4,1,1,1,15.44
5,12,5,2,3,1,3,1,4,1,12,15.38
3,20,2,3,6,4,4,3,5,1,30,18.94
1,13,9,3,0,5,4,3,4,3,0,17.86
3,8,8,2,0,5,3,1,4,2,0,15.94
2,1,10,2,7,5,2,5,0,6,0,19.57
4,7,10,3,5,0,2,2,1,3,5,16.05
4,15,6,3,1,4,3,5,2,6,2,17.66
1,13,6,1,9,3,4,2,2,4,18,16.81
4,9,5,3,0,3,1,1,3,4,0,12.82
2,15,4,2,2,1,5,5,3,4,6,13.87
3,4,7,1,3,3,1,3,2,2,6,11.53
1,13,4,2,4,4,4,5,1,1,4,17.17
3,12,10,3,10,0,2,5,2,3,20,15.23
1,5,10,3,9,4,4,2,2,6,18,17.07
5,8,9,2,4,1,4,3,2,5,8,16.09
3,5,5,2,6,5,1,3,4,1,24,15.51
4,9,8,2,10,0,2,2,5,3,50,15.27
5,14,6,2,8,1,2,5,4,6,32,13.57
1,4,3,2,3,3,1,4,5,5,15,14.51
1,20,6,2,9,2,1,4,0,3,0,14.33
1,8,1,3,10,3,5,2,1,3,10,19.44
6,17,2,3,8,1,5,3,2,1,16,14.38
2,8,7,2,7,1,4,2,3,4,21,13.83
1,1,4,1,4,5,5,5,2,1,8,15.62
5,20,5,2,8,5,1,4,2,3,16,15.88
1,2,10,3,10,1,1,1,3,1,30,16.34
6,4,1,1,8,5,1,3,4,1,32,17.06
5,7,4,3,5,0,2,3,0,1,0,16.7
4,9,10,2,4,2,3,1,2,6,8,14.47
7,3,4,2,5,0,3,2,1,4,5,12.17
7,12,3,3,9,1,1,3,5,3,45,16.39
3,15,5,2,2,1,4,1,2,4,4,11.93
2,16,3,3,9,3,5,2,1,5,9,18.46
2,10,8,2,4,2,2,5,0,6,0,14.1
6,6,5,3,6,4,1,3,1,5,6,15.08
4,17,7,2,3,5,1,3,4,6,12,15.69
2,17,8,3,5,2,3,4,4,2,20,13.83
4,19,5,3,4,3,1,1,0,5,0,15.35
6,11,3,3,10,2,4,1,2,2,20,14.94
6,7,7,2,0,3,5,2,1,1,0,13.5
6,10,8,1,5,5,4,4,2,4,10,18.25
2,7,7,2,4,0,3,1,2,5,8,13.9
7,5,2,3,8,1,2,5,2,3,16,15.21
6,12,8,2,6,4,3,4,3,1,18,16.11
2,16,6,3,0,3,1,4,0,6,0,16.09
6,18,10,3,9,4,5,3,2,3,18,18.7
4,20,4,2,10,5,5,1,5,3,50,14.88
6,15,7,3,6,2,5,2,2,1,12,17.03
5,5,3,3,2,5,5,4,1,4,2,18.96
4,13,1,1,8,1,2,1,1,4,8,10.9
4,19,6,2,10,4,3,5,0,3,0,20.0
6,12,3,1,10,0,2,2,2,1,20,11.95
7,5,10,2,1,2,2,2,0,3,0,12.26
3,6,6,2,0,3,2,5,0,3,0,13.12
7,7,10,2,9,0,4,4,3,6,27,17.36
6,10,3,2,9,1,4,2,2,4,18,16.8
4,16,6,2,8,4,4,3,3,5,24,14.75
5,8,4,3,6,4,2,3,2,4,12,15.75
4,9,4,3,9,4,1,1,4,3,36,17.92
5,8,10,3,0,2,4,4,3,5,0,13.39
2,7,2,2,3,3,2,3,4,1,12,16.32
4,3,4,3,2,1,1,1,4,1,8,12.12
6,17,7,3,10,4,5,2,3,5,30,18.16
2,11,5,1,6,3,5,4,4,5,24,15.45
1,9,8,2,4,4,1,3,0,4,0,15.72
6,5,7,2,8,1,2,5,0,3,0,15.77
3,10,10,2,10,4,3,2,0,1,0,16.38
6,15,9,2,2,1,3,3,2,1,4,12.75
5,14,8,2,10,4,5,1,1,1,10,15.37
3,20,1,1,9,4,5,1,1,3,9,16.76
1,12,3,1,2,3,2,5,3,2,6,12.12
6,1,5,1,3,4,3,5,3,6,9,14.94
5,20,9,3,5,4,2,2,2,4,10,18.16
2,5,8,2,10,1,4,1,1,1,10,12.34
7,11,7,2,5,1,1,4,1,2,5,12.11
4,8,2,3,3,2,1,4,4,2,12,16.57
7,7,6,2,7,4,5,1,3,1,21,17.07
7,4,4,3,8,5,5,5,0,2,0,21.12
3,16,5,3,7,4,4,4,5,4,35,20.12
6,20,4,2,1,4,5,5,4,6,4,15.0
7,15,4,2,9,1,1,5,3,5,27,15.0
7,14,4,2,1,1,2,1,4,6,4,12.39
1,12,2,2,5,2,1,5,3,6,15,13.19
