degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,package
MCA,16,9,9.09,0,2,5,1,2,Cloud Computing,15.79
MCA,3,10,5.43,0,2,2,2,1,Web Development,13.23
B.Tech,9,4,6.46,9,3,1,4,5,Data Science,17.42
M.Sc,4,4,5.23,10,0,4,4,1,Cloud Computing,16.49
B.Tech,5,8,8.91,5,0,5,3,2,Cloud Computing,16.08
MCA,11,1,5.2,8,4,2,4,5,Cybersecurity,17.39
PhD,9,8,6.54,8,1,1,3,5,Web Development,15.35
M.Sc,3,7,7.87,10,1,3,3,4,None,13.34
M.Sc,6,7,7.05,0,3,4,2,5,Data Science,11.91
B.Sc,11,9,6.41,6,5,4,5,3,Cybersecurity,14.8
B.Sc,9,10,6.38,5,5,2,4,2,Data Science,16.46
M.Tech,15,7,8.99,3,2,4,3,1,App Development,16.0
BCA,3,2,9.87,10,3,2,3,3,Data Science,18.7
B.Sc,1,1,6.74,2,5,4,5,3,App Development,18.36
B.Tech,20,1,5.2,8,0,1,5,4,Data Science,11.84
B.Sc,19,7,5.18,9,4,2,3,5,AI/ML,16.99
M.Tech,14,5,8.8,4,1,4,4,2,Cloud Computing,13.87
M.Sc,17,4,7.76,7,2,1,4,3,Cloud Computing,17.37
M.Tech,14,5,8.92,3,1,1,4,0,Cybersecurity,16.6
M.Sc,17,10,8.49,3,0,1,5,3,None,14.48
PhD,14,10,9.54,5,2,2,4,3,App Development,15.42
PhD,12,6,9.43,5,0,2,4,3,Data Science,13.33
M.Sc,16,10,8.94,2,1,4,4,2,None,15.95
BCA,1,6,7.38,1,1,3,5,4,Data Science,13.12
B.Sc,13,1,6.54,10,0,3,1,4,Cloud Computing,13.43
B.Tech,6,2,7.54,8,2,5,1,0,App Development,15.68
B.Tech,17,3,7.51,1,0,3,4,5,Data Science,14.63
MCA,12,4,8.05,8,2,3,1,0,None,14.17
M.Sc,19,6,5.93,10,3,4,4,3,Data Science,17.33
B.Tech,6,9,8.28,7,3,2,5,3,None,17.54
BCA,7,2,7.28,10,2,3,4,3,Data Science,17.43
M.Sc,1,8,8.1,9,0,5,2,0,Web Development,14.46
BCA,1,9,6.2,6,2,4,3,4,Web Development,16.79
B.Tech,5,2,7.17,4,1,1,5,0,None,13.65
B.Tech,6,9,6.05,2,0,1,2,5,Web Development,11.46
MCA,16,7,9.38,1,5,5,2,4,App Development,17.5
B.Tech,16,9,7.44,10,2,2,3,0,App Development,15.68
M.Sc,14,6,6.12,7,1,1,2,4,Cybersecurity,14.45
PhD,1,2,5.21,1,4,2,3,0,Data Science,13.23
M.Sc,13,8,8.38,7,1,3,4,4,None,16.31
M.Sc,20,10,6.07,4,5,3,5,2,Web Development,17.64
MCA,10,9,9.95,8,2,3,5,2,Web Development,16.85
MCA,10,8,7.67,3,0,1,5,1,None,10.98
B.Tech,9,2,6.44,7,0,1,3,5,None,14.02
M.Tech,13,8,8.29,10,3,2,3,4,AI/ML,15.12
M.Tech,3,3,6.38,6,5,2,2,4,Cybersecurity,13.08
MCA,18,3,9.1,7,2,5,5,5,Web Development,17.37
B.Tech,20,9,6.54,4,1,3,2,5,Web Development,12.19
M.Tech,2,9,9.94,1,1,4,4,4,Web Development,14.57
B.Tech,17,9,8.03,6,5,4,2,1,AI/ML,15.38
B.Tech,19,4,9.22,2,2,3,5,0,AI/ML,17.58
B.Tech,13,7,5.36,9,1,5,3,5,Cybersecurity,16.13
B.Sc,13,8,6.74,9,4,2,2,2,Data Science,13.48
M.Sc,1,5,8.69,9,5,1,2,1,Data Science,17.35
B.Tech,2,1,8.28,10,3,5,3,2,App Development,15.84
B.Sc,1,9,5.97,9,0,5,3,3,None,13.58
MCA,5,6,6.78,1,1,3,5,1,Cybersecurity,13.41
M.Tech,3,3,6.32,2,4,2,4,1,App Development,13.4
M.Sc,7,3,8.07,3,2,4,5,2,Data Science,18.38
PhD,13,10,6.72,9,1,4,2,4,Cloud Computing,17.12
M.Tech,18,1,6.55,10,5,4,5,3,App Development,18.45
M.Sc,7,8,6.04,6,2,5,5,2,Data Science,14.26
PhD,1,2,7.05,9,4,1,3,1,AI/ML,16.45
M.Tech,5,1,5.98,0,4,2,4,4,AI/ML,16.43
M.Sc,17,7,9.81,5,0,1,4,3,Web Development,14.67
M.Tech,8,9,5.77,5,2,4,5,4,AI/ML,13.35
M.Tech,15,6,9.57,7,3,1,3,2,Cloud Computing,17.61
PhD,20,8,7.14,1,0,5,3,4,Cloud Computing,14.47
M.Tech,4,8,6.89,1,2,3,2,1,None,10.04
M.Tech,2,9,6.16,0,2,1,1,1,Cloud Computing,13.66
PhD,5,7,8.18,2,4,1,2,0,Web Development,15.71
MCA,1,9,8.43,6,5,1,2,3,Data Science,14.84
B.Tech,5,9,7.34,7,4,4,2,2,None,12.82
BCA,6,1,5.28,6,2,1,1,4,Web Development,14.93
B.Sc,2,6,9.59,8,5,2,3,5,AI/ML,19.43
BCA,1,8,9.9,7,5,5,3,1,Cloud Computing,18.37
BCA,4,10,7.16,7,4,2,4,0,None,15.06
M.Sc,7,9,8.07,10,2,2,4,2,Web Development,16.74
B.Tech,1,4,7.25,1,2,4,5,1,App Development,16.34
M.Sc,1,2,6.61,0,5,1,5,2,Web Development,13.63
B.Tech,8,9,5.39,5,0,5,5,1,None,11.71
PhD,20,9,7.28,6,0,5,4,2,Cloud Computing,12.91
PhD,16,8,9.09,5,3,5,4,1,Cybersecurity,19.98
B.Tech,13,3,5.09,6,0,1,2,5,Cloud Computing,13.73
M.Tech,18,5,7.91,7,1,5,3,5,Cybersecurity,16.11
MCA,20,2,9.4,1,1,5,4,5,Cloud Computing,15.59
M.Tech,10,3,6.09,0,4,3,1,5,Data Science,12.14
MCA,12,1,5.92,9,5,3,2,4,Cybersecurity,16.53
M.Sc,1,4,8.86,7,1,5,1,3,Cybersecurity,16.57
MCA,10,5,6.28,7,0,2,1,1,App Development,13.61
M.Sc,9,2,5.96,7,5,1,3,2,Web Development,13.01
PhD,3,3,6.89,9,3,2,1,1,Cybersecurity,15.94
BCA,19,6,6.96,6,2,2,1,0,AI/ML,15.71
PhD,9,6,9.37,1,3,1,1,5,Web Development,12.6
PhD,10,7,8.09,3,0,1,1,4,None,12.93
BCA,19,9,7.03,8,0,4,2,5,Web Development,15.93
MCA,16,4,7.67,7,0,4,2,5,App Development,13.38
MCA,18,5,9.77,3,4,4,3,0,None,17.42
M.Sc,14,2,5.57,7,1,5,3,2,None,11.43
M.Tech,3,6,6.04,9,0,5,1,1,Data Science,14.57
M.Sc,2,4,9.81,5,2,5,5,1,Web Development,17.94
M.Tech,1,5,9.79,10,1,4,1,0,None,17.22
PhD,18,7,5.89,8,1,1,1,3,None,11.59
BCA,9,6,5.73,0,4,5,3,4,Web Development,14.28
PhD,13,8,7.11,5,3,1,4,1,AI/ML,17.33
B.Tech,2,6,5.25,10,5,4,3,1,Web Development,18.72
MCA,7,10,8.27,3,1,1,2,2,Cybersecurity,11.34
M.Tech,16,8,5.39,2,1,5,3,0,App Development,13.26
M.Sc,19,4,5.29,4,0,1,4,2,None,9.68
BCA,15,7,7.43,9,2,4,1,4,App Development,14.23
M.Tech,11,3,9.79,10,0,5,4,1,Data Science,18.3
M.Sc,1,1,7.13,7,2,5,3,0,App Development,14.02
MCA,7,9,6.78,10,1,4,5,5,App Development,13.82
PhD,20,9,9.99,9,2,2,2,0,AI/ML,17.83
MCA,8,6,7.66,5,0,3,4,0,App Development,15.3
B.Sc,10,2,6.88,0,0,4,3,4,Cloud Computing,15.04
B.Tech,5,8,6.93,5,3,1,1,3,Cloud Computing,14.07
B.Sc,9,10,5.97,6,4,2,3,3,Cloud Computing,17.31
BCA,1,6,7.56,5,3,4,1,3,AI/ML,15.68
M.Tech,2,7,7.19,2,1,3,5,2,Cloud Computing,14.05
BCA,19,1,6.35,10,2,5,2,2,Cybersecurity,16.15
PhD,14,3,5.8,8,0,3,4,4,Cloud Computing,15.33
M.Sc,20,1,6.56,9,0,3,3,0,Cloud Computing,13.57
MCA,10,10,7.54,9,0,4,3,3,Data Science,14.59
B.Sc,9,1,5.29,3,5,5,4,1,Cloud Computing,16.52
B.Sc,10,1,5.77,4,0,5,1,3,None,11.44
PhD,6,4,9.74,4,5,3,2,4,Cloud Computing,17.48
B.Sc,17,7,7.71,2,1,4,5,3,Web Development,17.64
PhD,6,7,5.32,1,4,5,4,1,Cybersecurity,12.71
BCA,4,5,8.47,7,3,5,2,1,None,16.52
MCA,20,6,5.31,6,5,1,3,1,AI/ML,17.0
M.Tech,3,2,8.69,4,3,3,2,4,Data Science,14.4
M.Sc,19,5,8.75,0,5,2,5,3,AI/ML,15.41
M.Tech,18,7,8.26,9,0,3,2,4,Cloud Computing,14.27
BCA,4,9,8.66,0,0,4,3,5,Web Development,11.97
M.Sc,8,6,5.44,7,2,5,5,1,Cloud Computing,15.97
B.Sc,17,10,8.63,3,0,5,5,3,Cloud Computing,16.51
B.Tech,5,4,5.68,3,3,1,5,2,App Development,15.91
BCA,13,3,6.7,8,2,5,3,4,App Development,13.65
BCA,1,9,9.71,1,2,5,1,2,Data Science,15.11
MCA,13,7,7.51,4,0,2,3,5,Data Science,15.03
M.Tech,4,6,9.84,5,2,3,1,2,AI/ML,17.05
BCA,14,7,5.44,5,4,5,1,0,None,11.53
BCA,3,8,7.39,9,0,4,3,1,Cloud Computing,12.69
B.Sc,5,5,5.31,2,4,2,2,5,App Development,14.9
B.Sc,7,3,8.15,9,0,2,3,2,AI/ML,13.18
M.Sc,1,3,5.39,5,5,1,5,4,Cloud Computing,15.92
PhD,12,2,5.88,9,4,4,2,1,Data Science,13.8
PhD,11,8,6.29,9,0,2,4,5,Web Development,13.25
B.Tech,8,1,8.74,4,3,3,4,1,App Development,14.83
PhD,6,8,5.82,7,5,4,4,5,App Development,17.87
MCA,2,3,9.23,3,5,3,5,4,None,17.9
B.Tech,19,9,5.66,9,5,1,5,3,AI/ML,14.67
M.Sc,20,2,5.18,9,0,1,1,4,AI/ML,9.9
B.Sc,20,10,6.98,2,3,5,5,3,Cybersecurity,15.92
PhD,14,9,9.9,5,1,3,1,1,App Development,13.72
M.Tech,1,6,5.55,9,5,3,4,4,Cybersecurity,14.17
B.Sc,10,1,5.51,8,1,1,3,2,Web Development,12.23
MCA,16,5,8.76,7,0,3,3,4,App Development,13.83
B.Sc,4,10,6.56,9,5,4,5,2,Cybersecurity,18.86
MCA,11,9,8.59,7,3,5,4,2,Web Development,19.46
MCA,16,6,6.0,2,3,5,4,1,Cloud Computing,13.79
MCA,20,7,7.3,0,5,4,1,3,Cybersecurity,13.6
M.Sc,1,4,6.33,2,2,2,1,3,Cybersecurity,12.14
MCA,16,1,7.26,2,2,3,4,2,AI/ML,13.12
MCA,19,5,8.85,5,5,2,5,3,Web Development,20.14
M.Tech,9,2,8.81,2,4,2,5,4,AI/ML,15.5
B.Tech,9,8,7.58,1,2,3,4,2,Cybersecurity,12.71
BCA,9,4,9.64,8,0,1,3,2,None,14.67
B.Tech,17,1,6.32,5,2,3,3,0,App Development,14.58
MCA,12,10,6.2,4,2,1,1,4,None,12.38
M.Tech,13,7,8.07,2,0,4,4,3,Cloud Computing,16.88
B.Sc,8,2,8.11,6,0,1,3,3,None,12.18
M.Tech,16,3,5.23,6,4,2,5,0,Data Science,14.74
MCA,18,9,8.04,3,3,2,2,4,Web Development,14.01
M.Tech,1,9,6.87,9,2,2,2,1,Web Development,15.47
PhD,1,2,8.74,1,5,1,4,1,Cloud Computing,16.86
M.Tech,12,3,9.04,1,5,2,1,4,Cloud Computing,15.77
MCA,6,9,7.76,7,1,5,2,3,Web Development,14.68
M.Sc,9,1,5.01,3,3,3,5,5,Web Development,14.14
PhD,5,2,8.18,6,0,2,5,1,Cloud Computing,16.67
M.Tech,16,2,8.74,2,5,1,5,5,App Development,17.49
BCA,18,10,6.24,8,2,2,2,5,Cloud Computing,15.33
BCA,17,3,7.32,9,4,1,3,1,None,14.08
M.Tech,18,10,9.83,8,1,3,5,3,Cloud Computing,19.46
M.Sc,1,3,6.49,6,3,1,1,4,None,10.47
B.Sc,19,10,6.12,6,2,3,4,0,Cybersecurity,15.35
MCA,8,2,6.05,0,0,2,4,4,App Development,13.89
BCA,3,8,7.79,9,3,5,4,0,Web Development,19.41
B.Sc,5,8,9.75,7,1,2,3,5,Web Development,15.15
M.Tech,8,8,8.04,1,0,3,4,5,Cloud Computing,13.82
B.Sc,19,2,6.52,7,1,4,4,4,AI/ML,12.79
PhD,18,9,8.19,10,2,4,2,1,Data Science,17.86
B.Tech,18,7,8.12,1,3,4,3,5,Web Development,13.59
BCA,1,5,7.98,0,4,2,3,2,None,13.73
M.Tech,15,7,5.8,10,2,1,2,2,None,15.53
MCA,18,8,8.17,7,5,5,1,3,Cybersecurity,19.29
M.Sc,7,9,7.15,3,2,5,4,4,Data Science,14.64
PhD,16,2,5.09,10,4,2,1,4,None,12.17
M.Tech,16,6,7.7,9,4,3,2,3,AI/ML,15.38
MCA,15,9,9.95,5,5,2,2,3,App Development,18.29
M.Sc,6,6,6.75,9,5,4,2,0,None,16.98
M.Sc,9,2,9.83,10,0,3,2,0,Cybersecurity,14.68
M.Tech,7,1,5.48,9,1,5,5,2,Cloud Computing,14.29
PhD,14,3,8.66,0,2,2,2,1,AI/ML,13.21
B.Sc,11,5,5.57,8,0,1,1,4,Cloud Computing,11.81
B.Sc,16,7,6.37,10,5,1,2,2,Cybersecurity,18.01
M.Sc,6,10,7.85,6,0,5,1,2,Cybersecurity,11.94
B.Sc,16,10,7.96,4,2,3,2,1,Cloud Computing,15.47
B.Tech,20,3,8.88,5,1,4,2,2,Data Science,17.14
M.Sc,16,9,8.08,2,4,1,5,2,Web Development,17.16
M.Sc,12,10,7.97,8,2,1,2,1,Web Development,13.57
MCA,17,4,9.56,1,1,2,4,2,App Development,15.02
B.Sc,5,10,7.26,9,4,5,5,4,Cybersecurity,20.21
PhD,13,2,6.13,0,3,1,5,3,AI/ML,12.06
M.Sc,8,3,5.81,0,2,2,4,1,None,14.62
PhD,5,5,7.0,9,5,3,5,5,None,15.12
B.Tech,12,3,8.56,1,2,1,2,3,Cloud Computing,12.15
MCA,9,5,5.21,5,5,5,4,4,AI/ML,17.79
M.Tech,3,4,5.65,5,1,2,2,5,Cloud Computing,14.43
PhD,3,10,5.53,8,0,3,5,2,AI/ML,12.01
M.Sc,1,3,7.93,9,0,2,3,2,App Development,13.2
B.Tech,18,6,6.21,3,1,4,4,5,None,15.37
BCA,12,8,5.83,7,2,5,1,5,Cloud Computing,13.19
B.Tech,9,4,7.96,3,2,5,5,2,Cybersecurity,13.94
B.Tech,9,9,8.81,2,5,1,3,3,Data Science,14.96
MCA,18,6,6.66,3,2,2,5,5,None,14.87
M.Tech,18,5,7.89,0,3,3,2,0,Web Development,16.52
BCA,7,3,5.49,8,5,1,2,3,AI/ML,13.27
B.Sc,4,5,9.68,10,0,5,2,0,App Development,15.23
B.Sc,13,5,6.68,4,3,2,3,3,Web Development,14.32
PhD,17,4,9.99,6,2,3,2,4,AI/ML,17.64
B.Tech,2,6,9.89,2,0,5,5,3,Cybersecurity,17.13
MCA,14,3,8.89,4,5,3,5,3,App Development,17.17
MCA,3,10,5.1,9,2,2,5,1,Cybersecurity,12.79
B.Sc,5,1,7.72,3,5,3,4,5,AI/ML,15.5
PhD,14,7,5.43,6,2,1,5,2,AI/ML,12.86
PhD,3,7,9.48,4,1,1,2,2,AI/ML,12.19
PhD,7,4,8.95,1,0,2,4,5,App Development,16.65
BCA,18,9,9.86,2,2,5,4,2,Cybersecurity,15.69
M.Tech,13,2,8.04,7,4,4,4,0,Data Science,19.21
BCA,10,1,7.61,2,4,4,4,4,Data Science,16.19
M.Sc,13,3,7.59,6,5,4,3,0,AI/ML,19.52
M.Sc,16,7,6.93,4,2,5,5,1,Cloud Computing,14.21
M.Tech,9,9,7.34,6,1,1,3,1,Data Science,12.16
B.Sc,2,2,8.18,9,5,1,1,5,Cybersecurity,13.92
M.Tech,5,6,9.66,8,2,1,3,3,Cybersecurity,17.49
MCA,17,3,7.98,6,4,2,4,1,App Development,15.72
M.Sc,4,5,9.29,5,0,1,5,1,Cybersecurity,17.23
B.Tech,17,9,9.31,0,1,1,5,4,None,14.56
B.Tech,9,3,7.59,3,2,1,2,1,Web Development,14.14
B.Sc,20,1,6.74,7,4,4,3,3,Web Development,16.28
MCA,2,5,8.2,0,0,3,5,2,None,12.11
BCA,18,1,7.23,5,4,1,1,0,Cybersecurity,12.36
MCA,11,8,5.41,1,5,3,1,0,Data Science,13.46
B.Tech,13,7,6.89,8,1,1,3,0,Web Development,12.23
B.Tech,8,2,9.97,7,5,4,2,3,Cloud Computing,20.41
M.Sc,1,9,5.24,8,3,4,1,4,AI/ML,15.99
MCA,17,5,8.48,8,2,3,2,3,Web Development,16.49
MCA,12,7,9.21,1,5,4,3,0,Web Development,16.89
B.Tech,4,4,8.24,1,0,2,5,3,Data Science,14.01
BCA,13,1,7.85,8,1,5,2,3,Data Science,15.43
B.Sc,9,8,8.54,1,1,5,1,3,Cloud Computing,15.45
PhD,7,1,7.15,3,3,1,2,2,App Development,12.12
B.Sc,5,3,5.46,1,3,4,5,3,Cloud Computing,14.83
MCA,5,6,9.81,0,2,5,5,4,App Development,18.45
B.Sc,17,8,7.16,10,5,3,1,2,Cloud Computing,16.65
B.Tech,9,8,8.33,9,2,3,2,5,None,12.57
B.Tech,6,2,7.66,6,5,3,2,5,Cloud Computing,15.22
MCA,19,9,5.27,10,5,1,4,3,None,15.9
MCA,16,4,9.76,4,1,5,1,1,Web Development,17.73
PhD,2,4,8.96,2,5,5,2,0,Cloud Computing,19.04
PhD,10,2,5.75,7,2,5,3,2,App Development,16.66
M.Sc,16,1,9.91,4,2,3,4,1,Cloud Computing,19.0
MCA,5,10,8.68,0,3,3,1,0,Cybersecurity,13.41
BCA,15,7,7.36,8,1,1,5,4,Web Development,12.88
B.Sc,13,10,8.06,4,4,2,1,1,Web Development,14.41
MCA,13,3,5.53,2,4,5,3,4,Web Development,15.3
M.Tech,13,4,7.8,5,0,1,3,4,AI/ML,12.76
M.Sc,15,9,5.37,7,3,3,5,1,Cloud Computing,13.24
M.Tech,14,6,7.72,1,0,2,5,1,App Development,13.97
B.Tech,8,1,7.76,10,1,4,5,2,Cloud Computing,15.35
PhD,11,9,9.37,2,4,2,4,4,Cloud Computing,17.86
B.Sc,18,9,8.63,6,4,1,3,1,Data Science,14.32
MCA,4,5,6.25,1,4,2,5,4,Data Science,17.34
M.Tech,10,8,9.44,10,0,3,3,3,Data Science,18.15
B.Sc,1,7,7.87,10,2,2,4,3,AI/ML,18.29
B.Tech,5,8,8.03,4,0,3,4,3,Cloud Computing,16.07
PhD,13,9,5.84,8,4,2,3,4,Web Development,16.07
BCA,1,2,9.29,6,3,1,5,4,Web Development,14.84
M.Sc,8,10,9.65,2,3,4,1,1,Cybersecurity,16.6
B.Sc,3,5,8.87,1,5,5,2,1,App Development,18.06
B.Sc,3,8,9.7,9,0,2,3,2,Data Science,14.07
BCA,7,3,6.51,8,5,4,4,2,AI/ML,17.88
B.Sc,4,6,9.31,8,5,2,5,2,Cybersecurity,18.68
B.Tech,3,6,7.44,8,0,4,2,5,AI/ML,14.43
B.Tech,15,7,5.82,9,5,3,3,0,Web Development,14.89
BCA,8,3,8.34,2,1,4,1,3,App Development,15.2
M.Sc,3,8,8.42,0,0,5,1,4,Cloud Computing,15.58
MCA,7,8,6.43,8,5,4,4,5,Web Development,18.7
M.Tech,18,9,5.14,6,5,5,4,3,Web Development,15.73
MCA,11,8,6.0,1,0,5,4,4,Data Science,15.82
B.Sc,11,3,7.0,5,4,4,3,5,None,14.42
M.Tech,17,6,5.84,10,5,5,1,0,Web Development,15.08
BCA,6,9,5.97,8,2,5,1,4,AI/ML,16.92
BCA,8,1,6.96,7,4,3,4,2,Cloud Computing,18.03
M.Sc,1,3,9.81,10,2,1,4,5,None,17.59
M.Tech,10,2,8.82,5,4,3,5,3,Data Science,15.58
B.Tech,19,8,6.6,5,4,1,1,3,Cybersecurity,12.62
M.Tech,3,6,9.76,7,1,1,4,3,Web Development,13.75
B.Sc,4,10,8.23,8,5,3,4,0,Data Science,19.42
B.Tech,11,8,7.28,7,2,5,4,5,None,14.26
PhD,15,2,7.34,0,4,3,5,3,Data Science,13.97
PhD,1,6,7.05,1,4,5,1,1,Data Science,13.24
PhD,9,7,6.16,5,2,3,1,2,AI/ML,14.2
BCA,11,8,6.93,7,1,3,1,2,None,12.52
M.Tech,19,9,7.64,3,2,2,5,4,None,16.49
PhD,13,5,7.64,3,1,4,3,0,Cybersecurity,13.91
MCA,16,3,8.81,1,1,3,5,4,Data Science,17.06
M.Sc,4,2,6.79,9,3,4,2,4,AI/ML,16.11
MCA,1,8,8.58,0,1,5,5,2,Cybersecurity,16.67
PhD,20,1,7.89,9,3,2,2,5,Cloud Computing,14.28
M.Sc,13,10,9.81,8,5,2,4,5,None,18.93
B.Sc,1,6,6.93,6,0,1,2,1,AI/ML,10.89
MCA,5,2,9.51,8,1,4,5,0,Data Science,18.46
M.Tech,5,3,9.1,1,2,2,3,0,Web Development,14.79
M.Tech,14,8,8.19,9,3,5,1,0,AI/ML,15.26
MCA,14,1,8.27,4,0,1,5,1,Cloud Computing,14.46
PhD,8,6,5.42,1,5,2,1,0,Cybersecurity,15.23
M.Tech,4,3,9.75,9,0,5,2,3,Cloud Computing,14.72
B.Sc,7,6,5.53,6,1,4,4,1,Cybersecurity,12.67
B.Tech,20,3,7.82,8,2,5,4,4,AI/ML,17.06
PhD,19,8,6.65,2,1,5,5,3,Cybersecurity,15.52
B.Sc,15,5,7.15,0,4,5,2,5,Data Science,14.69
M.Sc,4,4,8.05,3,0,3,2,4,App Development,12.46
B.Sc,19,9,9.54,3,4,2,1,0,AI/ML,13.66
PhD,9,5,7.29,10,4,5,2,1,Web Development,14.92
M.Sc,13,4,9.94,5,3,1,3,5,Cloud Computing,14.17
PhD,14,8,7.96,4,4,3,4,3,Cloud Computing,18.58
M.Tech,14,8,5.8,4,0,5,3,1,AI/ML,11.64
B.Tech,10,8,5.95,8,0,5,3,1,Web Development,13.35
PhD,16,4,8.58,10,2,2,1,5,AI/ML,18.08
PhD,5,1,5.25,0,1,3,2,1,Data Science,13.99
M.Tech,6,2,7.4,7,2,5,1,4,App Development,12.95
BCA,2,4,5.74,7,2,5,4,1,App Development,15.7
M.Tech,13,10,7.17,10,1,4,1,0,Data Science,15.57
M.Sc,13,2,8.75,7,0,1,3,3,None,11.42
M.Tech,19,10,7.29,2,3,1,1,2,Web Development,14.61
M.Tech,18,3,5.82,9,4,2,2,1,AI/ML,17.63
B.Tech,19,9,6.26,7,3,3,1,3,None,13.1
M.Tech,1,9,6.84,1,4,5,2,4,Web Development,14.85
PhD,8,9,5.35,7,1,3,3,4,Web Development,14.51
B.Tech,16,7,7.92,7,1,2,2,1,None,14.73
MCA,2,4,8.04,2,2,4,2,5,None,15.17
BCA,8,1,5.31,3,5,2,2,5,Data Science,12.07
B.Tech,6,3,7.01,8,5,1,2,1,Data Science,17.41
M.Sc,16,8,7.07,8,1,4,4,5,Web Development,17.46
MCA,11,4,6.67,9,4,5,5,0,Web Development,15.53
B.Tech,17,10,7.79,8,5,2,4,2,Cybersecurity,15.17
B.Tech,19,10,6.73,9,3,3,1,5,Data Science,15.39
BCA,11,2,7.08,5,3,3,4,1,Web Development,15.73
PhD,8,8,8.99,0,3,1,4,1,Cybersecurity,17.69
M.Sc,4,7,5.81,7,5,1,2,0,None,12.96
B.Sc,11,10,8.1,8,3,1,1,4,App Development,15.61
B.Sc,8,9,7.53,7,2,1,1,5,App Development,14.15
B.Tech,9,2,6.53,0,5,5,3,2,App Development,15.8
M.Tech,2,5,8.64,5,3,4,2,4,Web Development,16.98
M.Sc,16,6,7.76,8,4,1,4,1,None,15.84
MCA,6,2,7.39,8,2,2,3,2,Cybersecurity,12.87
M.Tech,19,2,8.34,6,2,5,3,1,Web Development,18.12
M.Tech,8,10,9.01,6,5,4,4,0,App Development,16.91
M.Sc,14,4,9.86,3,2,5,1,0,App Development,14.57
PhD,16,8,8.15,6,1,3,2,4,App Development,15.53
B.Tech,12,5,9.37,9,2,5,2,3,AI/ML,17.11
B.Tech,5,9,5.01,4,4,5,4,4,None,14.78
B.Tech,19,4,7.65,10,5,3,2,2,Data Science,17.28
B.Tech,18,3,6.07,9,5,3,5,0,None,15.93
B.Sc,9,10,5.47,4,3,3,3,4,App Development,14.1
B.Tech,2,8,7.66,0,1,5,3,0,Web Development,12.5
B.Sc,20,1,8.73,1,3,3,5,3,Cloud Computing,18.68
B.Sc,12,9,7.06,8,0,1,2,4,App Development,13.81
PhD,2,4,8.35,1,1,2,1,0,None,11.14
B.Tech,10,9,7.45,9,4,2,5,1,Cloud Computing,18.43
BCA,1,8,7.19,10,1,3,5,5,Cybersecurity,18.11
MCA,4,3,6.45,1,2,4,3,3,Data Science,12.95
M.Tech,12,3,6.91,8,1,5,1,5,Cybersecurity,13.77
B.Sc,9,9,6.75,2,2,2,1,1,Data Science,12.64
M.Sc,4,3,8.23,1,3,1,2,5,Cloud Computing,12.82
M.Sc,9,4,5.58,6,1,4,1,2,App Development,14.7
MCA,6,9,5.46,8,1,4,2,3,Cloud Computing,14.3
M.Sc,1,4,8.3,10,4,1,4,0,App Development,15.17
BCA,10,3,7.73,5,0,5,5,1,Cybersecurity,18.12
M.Sc,14,7,7.15,6,1,5,5,2,App Development,16.36
M.Tech,18,6,5.76,2,3,3,2,1,App Development,15.51
M.Tech,6,1,7.06,10,2,1,2,3,AI/ML,14.84
B.Sc,18,10,8.95,2,3,1,2,5,Cloud Computing,15.28
B.Tech,20,8,9.45,7,5,1,5,1,Data Science,18.14
PhD,16,1,8.51,6,5,3,2,1,None,15.62
BCA,15,4,5.3,4,4,2,5,4,Web Development,13.67
B.Sc,16,6,8.35,5,5,5,5,0,Web Development,20.82
BCA,8,6,6.2,8,1,3,3,1,Web Development,12.83
B.Tech,13,7,6.58,2,0,3,3,4,Cloud Computing,13.08
M.Sc,11,5,5.98,2,0,3,4,5,None,9.92
M.Sc,7,5,8.88,10,1,1,4,0,AI/ML,18.69
PhD,17,4,8.24,5,0,3,1,3,Cloud Computing,14.02
B.Tech,18,6,8.06,10,3,2,2,3,Data Science,17.81
B.Sc,19,7,8.34,7,2,4,5,4,App Development,17.42
PhD,13,10,6.18,4,1,3,1,4,None,13.33
B.Tech,15,10,7.22,0,5,2,3,3,None,14.3
MCA,1,1,8.17,2,2,1,5,2,Cloud Computing,14.83
M.Tech,16,9,8.18,7,0,4,1,5,None,13.19
PhD,5,8,8.96,3,4,5,3,0,Cloud Computing,14.69
PhD,3,7,6.44,8,2,5,4,0,Cloud Computing,15.42
B.Sc,10,9,8.85,5,4,1,2,4,Cloud Computing,18.17
BCA,19,3,7.2,9,3,1,2,5,Data Science,16.1
MCA,5,10,8.35,3,4,5,1,0,Cloud Computing,18.11
B.Sc,7,4,7.28,3,2,1,3,2,AI/ML,12.47
B.Tech,14,7,9.74,9,2,5,1,0,Cybersecurity,17.0
B.Tech,3,6,5.9,4,1,1,3,4,Data Science,10.51
B.Tech,13,2,8.38,6,5,5,3,1,AI/ML,18.81
B.Tech,13,2,7.88,6,4,2,2,1,Web Development,17.25
BCA,10,10,5.86,9,3,1,4,4,Web Development,16.46
MCA,2,7,5.33,6,1,5,4,1,Data Science,12.43
M.Sc,6,9,9.0,4,1,1,5,5,Cybersecurity,14.24
M.Tech,8,9,5.79,8,3,5,3,0,Cloud Computing,16.55
BCA,4,7,5.93,1,1,5,2,4,Data Science,14.35
BCA,12,8,9.89,7,3,4,3,4,Cloud Computing,16.61
